col_a,col_b,col_c,col_d
GR-0013290,PO-0016333,2025-04-29,1000
GR-0013291,PO-0016334,2024-08-15,832
GR-0013292,PO-0016335,2024-07-26,100
GR-0013293,PO-0016336,2024-02-26,100
GR-0013294,PO-0016337,2025-06-17,50
GR-0013295,PO-0016339,2025-07-08,50
GR-0013296,PO-0016340,2024-03-24,200
GR-0013297,PO-0016342,2025-04-09,200
GR-0013298,PO-0016343,2024-08-03,200
GR-0013299,PO-0016344,2024-06-18,87
GR-0013300,PO-0016345,2026-02-18,200
GR-0013301,PO-0016346,2025-04-07,1000
GR-0013302,PO-0016347,2025-06-26,50
GR-0013303,PO-0016348,2026-03-26,200
GR-0013304,PO-0016349,2025-09-29,200
GR-0013305,PO-0016352,2024-09-10,43
GR-0013306,PO-0016353,2025-02-26,200
GR-0013307,PO-0016354,2025-06-27,500
GR-0013308,PO-0016356,2025-04-17,50
GR-0013309,PO-0016357,2025-05-26,200
GR-0013310,PO-0016358,2024-04-15,200
GR-0013311,PO-0016359,2026-02-10,200
GR-0013312,PO-0016360,2025-06-05,500
GR-0000001,PO-0000001,2026-02-25,50
GR-0000002,PO-0000002,2026-02-11,200
GR-0000003,PO-0000004,2025-11-18,100
GR-0000004,PO-0000006,2025-01-01,1000
GR-0000005,PO-0000007,2026-02-24,100
GR-0000006,PO-0000008,2025-04-11,500
GR-0000007,PO-0000009,2025-07-08,500
GR-0000008,PO-0000010,2025-10-01,100
GR-0000009,PO-0000011,2024-12-23,200
GR-0000010,PO-0000013,2025-12-09,50
GR-0000011,PO-0000015,2025-10-14,500
GR-0000012,PO-0000016,2024-03-03,1000
GR-0000013,PO-0000017,2026-03-16,50
GR-0000014,PO-0000018,2024-03-16,100
GR-0000015,PO-0000019,2026-03-25,151
GR-0000016,PO-0000020,2024-03-24,467
GR-0000017,PO-0000021,2025-11-28,200
GR-0000018,PO-0000022,2026-01-08,100
GR-0000019,PO-0000023,2026-04-05,100
GR-0000020,PO-0000026,2025-06-23,1000
GR-0000021,PO-0000027,2024-12-14,50
GR-0000022,PO-0000028,2025-10-19,100
GR-0000023,PO-0000029,2024-06-23,1000
GR-0000024,PO-0000030,2024-11-19,50
GR-0000025,PO-0000031,2025-10-27,200
GR-0000026,PO-0000032,2025-12-07,1000
GR-0000027,PO-0000033,2024-02-29,50
GR-0000028,PO-0000034,2025-04-22,1000
GR-0000029,PO-0000035,2025-11-19,200
GR-0000030,PO-0000036,2024-07-04,500
GR-0000031,PO-0000037,2024-12-16,200
GR-0000032,PO-0000038,2024-06-04,200
GR-0000033,PO-0000039,2024-05-07,50
GR-0000034,PO-0000041,2024-12-31,100
GR-0000035,PO-0000042,2024-11-21,500
GR-0000036,PO-0000043,2024-03-16,50
GR-0000037,PO-0000044,2025-06-13,200
GR-0000038,PO-0000045,2025-03-19,200
GR-0000039,PO-0000046,2025-09-04,179
GR-0000040,PO-0000047,2024-06-18,50
GR-0000041,PO-0000048,2026-03-11,100
GR-0000042,PO-0000049,2026-05-06,500
GR-0000043,PO-0000050,2025-01-13,1000
GR-0000044,PO-0000051,2026-06-03,1000
GR-0000045,PO-0000053,2024-11-28,50
GR-0000046,PO-0000054,2026-01-20,50
GR-0000047,PO-0000055,2026-04-07,500
GR-0000048,PO-0000056,2025-04-15,200
GR-0000049,PO-0000058,2026-01-19,50
GR-0000050,PO-0000059,2024-11-24,100
GR-0000051,PO-0000060,2026-04-06,200
GR-0000052,PO-0000061,2026-04-25,200
GR-0000053,PO-0000063,2024-11-17,200
GR-0000054,PO-0000064,2026-05-30,100
GR-0000055,PO-0000065,2025-05-14,200
GR-0000056,PO-0000066,2024-06-03,50
GR-0000057,PO-0000067,2025-08-10,100
GR-0000058,PO-0000069,2025-03-13,396
GR-0000059,PO-0000070,2024-04-09,50
GR-0000060,PO-0000072,2025-02-15,500
GR-0000061,PO-0000073,2024-03-14,50
GR-0000062,PO-0000074,2025-08-13,1000
GR-0000063,PO-0000075,2024-10-24,100
GR-0000064,PO-0000076,2026-01-30,200
GR-0000065,PO-0000077,2025-09-30,500
GR-0000066,PO-0000079,2024-10-18,393
GR-0000067,PO-0000080,2025-08-29,50
GR-0000068,PO-0000082,2026-04-26,161
GR-0000069,PO-0000083,2024-09-18,100
GR-0000070,PO-0000084,2026-04-08,1000
GR-0000071,PO-0000086,2025-08-12,500
GR-0000072,PO-0000087,2024-09-03,1000
GR-0000073,PO-0000088,2024-05-28,100
GR-0000074,PO-0000089,2025-07-07,500
GR-0000075,PO-0000090,2026-02-11,50
GR-0000076,PO-0000091,2026-01-29,50
GR-0000077,PO-0000092,2024-03-27,200
GR-0000078,PO-0000093,2025-01-29,500
GR-0000079,PO-0000094,2026-01-25,1000
GR-0000080,PO-0000095,2026-02-17,83
GR-0000081,PO-0000096,2025-08-27,500
GR-0000082,PO-0000097,2026-03-16,50
GR-0000083,PO-0000098,2024-09-17,100
GR-0000084,PO-0000099,2026-03-05,50
GR-0000085,PO-0000100,2024-04-14,100
GR-0000086,PO-0000101,2026-04-02,170
GR-0000087,PO-0000102,2024-12-23,200
GR-0000088,PO-0000103,2025-07-29,500
GR-0000089,PO-0000104,2026-04-02,1000
GR-0000090,PO-0000105,2024-09-24,100
GR-0000091,PO-0000107,2025-07-16,100
GR-0000092,PO-0000108,2024-04-23,1000
GR-0000093,PO-0000109,2025-11-04,1000
GR-0000094,PO-0000111,2024-12-07,50
GR-0000095,PO-0000113,2025-09-26,100
GR-0000096,PO-0000114,2025-02-02,200
GR-0000097,PO-0000115,2026-05-08,500
GR-0000098,PO-0000116,2026-03-07,100
GR-0000099,PO-0000117,2025-04-14,200
GR-0000100,PO-0000118,2026-01-23,177
GR-0000101,PO-0000119,2025-06-16,100
GR-0000102,PO-0000120,2025-11-10,50
GR-0000103,PO-0000121,2024-04-08,50
GR-0000104,PO-0000122,2025-05-25,192
GR-0000105,PO-0000123,2025-06-18,50
GR-0000106,PO-0000124,2024-02-19,1000
GR-0000107,PO-0000125,2024-05-20,50
GR-0000108,PO-0000128,2024-12-09,50
GR-0000109,PO-0000129,2025-03-27,500
GR-0000110,PO-0000130,2025-12-06,200
GR-0000111,PO-0000131,2024-02-25,100
GR-0000112,PO-0000133,2025-11-18,50
GR-0000113,PO-0000134,2025-10-14,100
GR-0000114,PO-0000135,2025-09-02,500
GR-0000115,PO-0000137,2024-05-16,500
GR-0000116,PO-0000138,2025-01-13,50
GR-0000117,PO-0000140,2024-07-28,1000
GR-0000118,PO-0000141,2024-11-18,100
GR-0000119,PO-0000142,2025-01-11,200
GR-0000120,PO-0000143,2024-04-30,100
GR-0000121,PO-0000144,2024-02-15,50
GR-0000122,PO-0000145,2025-03-30,500
GR-0000123,PO-0000146,2025-09-13,1000
GR-0000124,PO-0000147,2024-07-10,500
GR-0000125,PO-0000148,2024-10-28,100
GR-0000126,PO-0000149,2025-03-01,200
GR-0000127,PO-0000150,2025-01-13,500
GR-0000128,PO-0000153,2025-01-03,500
GR-0000129,PO-0000155,2025-12-20,1000
GR-0000130,PO-0000156,2024-04-09,500
GR-0000131,PO-0000157,2025-12-04,100
GR-0000132,PO-0000160,2026-05-05,1000
GR-0000133,PO-0000161,2025-12-18,200
GR-0000134,PO-0000162,2025-01-20,500
GR-0000135,PO-0000163,2025-06-28,1000
GR-0000136,PO-0000166,2026-03-05,100
GR-0000137,PO-0000167,2025-06-23,200
GR-0000138,PO-0000168,2024-05-13,50
GR-0000139,PO-0000169,2026-02-14,100
GR-0000140,PO-0000170,2025-11-04,100
GR-0000141,PO-0000171,2025-10-06,100
GR-0000142,PO-0000172,2026-06-01,50
GR-0000143,PO-0000173,2024-12-28,100
GR-0000144,PO-0000174,2025-03-18,1000
GR-0000145,PO-0000175,2025-11-15,100
GR-0000146,PO-0000176,2024-11-29,50
GR-0000147,PO-0000177,2025-07-05,500
GR-0000148,PO-0000178,2025-11-21,100
GR-0000149,PO-0000179,2025-05-29,1000
GR-0000150,PO-0000180,2025-07-19,500
GR-0000151,PO-0000181,2025-06-11,100
GR-0000152,PO-0000182,2024-11-28,100
GR-0000153,PO-0000183,2025-08-02,1000
GR-0000154,PO-0000187,2025-04-07,50
GR-0000155,PO-0000189,2025-11-14,500
GR-0000156,PO-0000190,2025-08-19,156
GR-0000157,PO-0000192,2026-05-19,50
GR-0000158,PO-0000193,2024-06-27,100
GR-0000159,PO-0000194,2025-12-07,500
GR-0000160,PO-0000195,2026-05-15,50
GR-0000161,PO-0000196,2025-04-28,500
GR-0000162,PO-0000199,2025-06-03,200
GR-0000163,PO-0000200,2025-09-01,500
GR-0000164,PO-0000202,2025-04-14,500
GR-0000165,PO-0000203,2024-06-17,200
GR-0000166,PO-0000204,2025-12-17,100
GR-0000167,PO-0000205,2024-09-26,500
GR-0000168,PO-0000206,2025-07-23,500
GR-0000169,PO-0000207,2026-02-05,100
GR-0000170,PO-0000208,2024-11-22,100
GR-0000171,PO-0000209,2025-12-28,100
GR-0000172,PO-0000212,2024-04-29,100
GR-0000173,PO-0000213,2024-11-29,100
GR-0000174,PO-0000214,2026-03-30,50
GR-0000175,PO-0000215,2025-10-09,1000
GR-0000176,PO-0000216,2025-06-15,500
GR-0000177,PO-0000218,2025-03-02,721
GR-0000178,PO-0000219,2024-04-13,50
GR-0000179,PO-0000220,2025-06-13,200
GR-0000180,PO-0000221,2025-08-15,1000
GR-0000181,PO-0000222,2026-04-22,100
GR-0000182,PO-0000223,2024-11-27,500
GR-0000183,PO-0000224,2025-04-06,50
GR-0000184,PO-0000225,2024-02-26,85
GR-0000185,PO-0000226,2024-11-11,100
GR-0000186,PO-0000227,2025-01-09,500
GR-0000187,PO-0000228,2025-11-18,50
GR-0000188,PO-0000230,2026-03-06,50
GR-0000189,PO-0000231,2024-09-21,50
GR-0000190,PO-0000232,2026-05-12,500
GR-0000191,PO-0000233,2024-10-18,50
GR-0000192,PO-0000234,2024-03-17,500
GR-0000193,PO-0000235,2025-01-24,50
GR-0000194,PO-0000237,2026-04-29,100
GR-0000195,PO-0000238,2024-02-09,500
GR-0000196,PO-0000239,2024-02-02,500
GR-0000197,PO-0000240,2024-09-14,500
GR-0000198,PO-0000241,2025-06-30,362
GR-0000199,PO-0000242,2025-06-28,100
GR-0000200,PO-0000243,2024-09-28,200
GR-0000201,PO-0000244,2026-02-13,200
GR-0000202,PO-0000245,2024-05-12,100
GR-0000203,PO-0000247,2025-06-02,200
GR-0000204,PO-0000248,2026-02-08,1000
GR-0000205,PO-0000250,2025-06-24,50
GR-0000206,PO-0000251,2025-09-19,1000
GR-0000207,PO-0000252,2024-06-21,50
GR-0000208,PO-0000253,2025-11-19,50
GR-0000209,PO-0000255,2026-05-05,71
GR-0000210,PO-0000256,2025-05-10,500
GR-0000211,PO-0000257,2024-09-05,100
GR-0000212,PO-0000258,2024-12-11,500
GR-0000213,PO-0000259,2025-02-15,85
GR-0000214,PO-0000260,2025-02-11,200
GR-0000215,PO-0000261,2025-06-14,200
GR-0000216,PO-0000262,2024-11-05,50
GR-0000217,PO-0000263,2024-09-15,100
GR-0000218,PO-0000265,2025-02-26,100
GR-0000219,PO-0000266,2025-01-23,1000
GR-0000220,PO-0000267,2026-05-26,500
GR-0000221,PO-0000268,2024-10-20,1000
GR-0000222,PO-0000270,2024-04-04,50
GR-0000223,PO-0000272,2026-01-19,500
GR-0000224,PO-0000273,2026-05-16,450
GR-0000225,PO-0000274,2026-04-03,200
GR-0000226,PO-0000276,2025-03-31,980
GR-0000227,PO-0000277,2025-11-20,1000
GR-0000228,PO-0000278,2024-07-05,50
GR-0000229,PO-0000279,2025-05-08,50
GR-0000230,PO-0000280,2024-03-19,500
GR-0000231,PO-0000281,2025-07-06,500
GR-0000232,PO-0000282,2025-12-14,100
GR-0000233,PO-0000283,2024-03-07,200
GR-0000234,PO-0000285,2026-01-18,50
GR-0000235,PO-0000286,2024-07-29,50
GR-0000236,PO-0000287,2025-08-04,200
GR-0000237,PO-0000288,2025-08-28,1000
GR-0000238,PO-0000289,2025-11-27,1000
GR-0000239,PO-0000290,2024-12-15,50
GR-0000240,PO-0000291,2024-04-24,1000
GR-0000241,PO-0000292,2025-05-18,50
GR-0000242,PO-0000293,2026-02-01,50
GR-0000243,PO-0000294,2025-09-23,100
GR-0000244,PO-0000295,2025-08-25,100
GR-0000245,PO-0000296,2024-03-20,1000
GR-0000246,PO-0000298,2024-08-19,82
GR-0000247,PO-0000299,2024-07-17,1000
GR-0000248,PO-0000301,2025-05-29,50
GR-0000249,PO-0000302,2024-05-08,500
GR-0000250,PO-0000303,2025-08-18,50
GR-0000251,PO-0000304,2024-11-10,500
GR-0000252,PO-0000305,2025-10-12,500
GR-0000253,PO-0000307,2024-02-21,200
GR-0000254,PO-0000308,2024-09-28,100
GR-0000255,PO-0000309,2024-10-30,500
GR-0000256,PO-0000311,2025-08-01,100
GR-0000257,PO-0000312,2025-07-13,1000
GR-0000258,PO-0000313,2024-04-15,200
GR-0000259,PO-0000314,2025-03-18,41
GR-0000260,PO-0000315,2025-01-29,200
GR-0000261,PO-0000316,2024-05-09,200
GR-0000262,PO-0000317,2025-11-24,100
GR-0000263,PO-0000318,2026-04-30,50
GR-0000264,PO-0000319,2026-05-12,200
GR-0000265,PO-0000320,2024-12-31,500
GR-0000266,PO-0000322,2025-08-23,1000
GR-0000267,PO-0000323,2024-12-28,200
GR-0000268,PO-0000324,2024-09-06,100
GR-0000269,PO-0000325,2025-03-19,200
GR-0000270,PO-0000326,2025-03-01,468
GR-0000271,PO-0000327,2026-02-09,100
GR-0000272,PO-0000328,2024-08-16,1000
GR-0000273,PO-0000329,2026-02-07,1000
GR-0000274,PO-0000330,2024-09-10,200
GR-0000275,PO-0000332,2024-04-16,1000
GR-0000276,PO-0000333,2025-03-07,1000
GR-0000277,PO-0000334,2024-09-11,200
GR-0000278,PO-0000335,2024-07-12,50
GR-0000279,PO-0000336,2024-04-18,50
GR-0000280,PO-0000337,2026-04-03,50
GR-0000281,PO-0000338,2025-05-13,500
GR-0000282,PO-0000339,2025-07-17,100
GR-0000283,PO-0000340,2026-01-16,200
GR-0000284,PO-0000341,2024-11-25,200
GR-0000285,PO-0000342,2026-01-20,96
GR-0000286,PO-0000344,2026-02-09,50
GR-0000287,PO-0000345,2026-04-20,50
GR-0000288,PO-0000346,2025-12-13,50
GR-0000289,PO-0000347,2025-05-04,500
GR-0000290,PO-0000348,2024-12-26,500
GR-0000291,PO-0000349,2026-01-16,100
GR-0000292,PO-0000350,2025-06-15,100
GR-0000293,PO-0000351,2025-01-15,397
GR-0000294,PO-0000353,2026-01-09,500
GR-0000295,PO-0000356,2024-11-20,500
GR-0000296,PO-0000357,2024-12-17,500
GR-0000297,PO-0000358,2024-02-01,100
GR-0000298,PO-0000359,2024-05-15,200
GR-0000299,PO-0000360,2024-11-27,500
GR-0000300,PO-0000363,2026-04-25,1000
GR-0000301,PO-0000366,2025-04-13,500
GR-0000302,PO-0000367,2026-03-16,953
GR-0000303,PO-0000368,2025-07-19,1000
GR-0000304,PO-0000370,2024-04-02,50
GR-0000305,PO-0000371,2024-07-03,50
GR-0000306,PO-0000372,2025-12-14,500
GR-0000307,PO-0000375,2025-12-18,50
GR-0000308,PO-0000378,2026-05-22,50
GR-0000309,PO-0000379,2025-11-05,1000
GR-0000310,PO-0000380,2024-02-06,200
GR-0000311,PO-0000381,2025-08-10,200
GR-0000312,PO-0000382,2025-04-12,50
GR-0000313,PO-0000383,2024-08-28,500
GR-0000314,PO-0000384,2026-01-11,1000
GR-0000315,PO-0000386,2025-07-14,50
GR-0000316,PO-0000387,2026-01-07,1000
GR-0000317,PO-0000391,2025-05-30,100
GR-0000318,PO-0000392,2025-01-06,1000
GR-0000319,PO-0000394,2026-01-26,100
GR-0000320,PO-0000396,2025-03-23,1000
GR-0000321,PO-0000397,2024-06-06,50
GR-0000322,PO-0000398,2026-01-01,200
GR-0000323,PO-0000399,2026-03-05,1000
GR-0000324,PO-0000400,2026-03-12,1000
GR-0000325,PO-0000403,2024-02-25,200
GR-0000326,PO-0000404,2026-02-06,200
GR-0000327,PO-0000405,2026-02-26,100
GR-0000328,PO-0000406,2024-06-03,500
GR-0000329,PO-0000407,2025-09-13,174
GR-0000330,PO-0000408,2025-11-16,1000
GR-0000331,PO-0000409,2025-02-23,50
GR-0000332,PO-0000410,2024-07-23,500
GR-0000333,PO-0000411,2025-12-01,200
GR-0000334,PO-0000412,2026-06-08,50
GR-0000335,PO-0000413,2025-10-28,1000
GR-0000336,PO-0000414,2025-03-16,200
GR-0000337,PO-0000415,2025-03-17,1000
GR-0000338,PO-0000416,2024-04-29,50
GR-0000339,PO-0000417,2025-10-26,50
GR-0000340,PO-0000418,2025-07-27,500
GR-0000341,PO-0000419,2024-02-11,500
GR-0000342,PO-0000421,2025-03-21,500
GR-0000343,PO-0000422,2024-06-27,1000
GR-0000344,PO-0000423,2025-02-17,1000
GR-0000345,PO-0000424,2024-11-04,500
GR-0000346,PO-0000425,2025-02-20,1000
GR-0000347,PO-0000427,2025-09-09,1000
GR-0000348,PO-0000428,2024-12-27,100
GR-0000349,PO-0000429,2025-12-06,1000
GR-0000350,PO-0000431,2025-08-31,500
GR-0000351,PO-0000432,2024-04-30,100
GR-0000352,PO-0000433,2024-11-23,1000
GR-0000353,PO-0000434,2025-10-31,149
GR-0000354,PO-0000435,2024-10-29,100
GR-0000355,PO-0000437,2025-05-20,200
GR-0000356,PO-0000439,2024-11-05,50
GR-0000357,PO-0000440,2024-03-12,1000
GR-0000358,PO-0000441,2025-05-18,100
GR-0000359,PO-0000442,2024-11-29,100
GR-0000360,PO-0000443,2025-12-20,100
GR-0000361,PO-0000444,2025-08-17,100
GR-0000362,PO-0000445,2024-10-17,200
GR-0000363,PO-0000448,2026-06-15,200
GR-0000364,PO-0000449,2025-09-20,50
GR-0000365,PO-0000450,2025-03-21,200
GR-0000366,PO-0000451,2025-05-06,100
GR-0000367,PO-0000452,2024-08-16,100
GR-0000368,PO-0000453,2024-06-13,500
GR-0000369,PO-0000454,2025-04-03,50
GR-0000370,PO-0000455,2024-07-22,50
GR-0000371,PO-0000456,2025-10-01,762
GR-0000372,PO-0000457,2025-05-25,500
GR-0000373,PO-0000458,2026-05-13,87
GR-0000374,PO-0000459,2024-10-11,500
GR-0000375,PO-0000460,2026-01-12,500
GR-0000376,PO-0000461,2025-07-12,50
GR-0000377,PO-0000463,2026-01-13,500
GR-0000378,PO-0000464,2026-04-10,500
GR-0000379,PO-0000465,2025-08-30,50
GR-0000380,PO-0000466,2025-08-08,500
GR-0000381,PO-0000467,2025-09-03,1000
GR-0000382,PO-0000468,2024-06-01,100
GR-0000383,PO-0000469,2025-04-15,1000
GR-0000384,PO-0000470,2025-05-26,100
GR-0000385,PO-0000471,2025-09-18,200
GR-0000386,PO-0000472,2025-04-24,100
GR-0000387,PO-0000474,2026-04-23,50
GR-0000388,PO-0000475,2024-04-08,878
GR-0000389,PO-0000476,2024-12-06,1000
GR-0000390,PO-0000477,2026-05-08,1000
GR-0000391,PO-0000478,2026-01-12,72
GR-0000392,PO-0000479,2026-05-03,500
GR-0000393,PO-0000483,2025-04-13,1000
GR-0000394,PO-0000485,2026-05-21,1000
GR-0000395,PO-0000488,2025-06-11,50
GR-0000396,PO-0000489,2025-04-17,200
GR-0000397,PO-0000490,2024-12-05,50
GR-0000398,PO-0000492,2024-08-11,100
GR-0000399,PO-0000493,2024-08-22,100
GR-0000400,PO-0000494,2026-01-10,500
GR-0000401,PO-0000495,2025-05-24,200
GR-0000402,PO-0000496,2024-09-02,1000
GR-0000403,PO-0000497,2025-07-28,500
GR-0000404,PO-0000498,2025-04-23,50
GR-0000405,PO-0000499,2025-11-28,100
GR-0000406,PO-0000500,2024-09-27,200
GR-0000407,PO-0000501,2025-03-24,100
GR-0000408,PO-0000502,2024-07-08,1000
GR-0000409,PO-0000504,2024-07-04,100
GR-0000410,PO-0000505,2025-07-23,1000
GR-0000411,PO-0000506,2025-09-25,50
GR-0000412,PO-0000507,2024-05-20,500
GR-0000413,PO-0000508,2026-04-28,200
GR-0000414,PO-0000509,2025-09-24,1000
GR-0000415,PO-0000510,2025-08-01,500
GR-0000416,PO-0000511,2024-08-14,200
GR-0000417,PO-0000512,2024-05-04,100
GR-0000418,PO-0000513,2024-10-16,500
GR-0000419,PO-0000514,2025-05-23,500
GR-0000420,PO-0000515,2026-02-06,50
GR-0000421,PO-0000516,2025-08-03,50
GR-0000422,PO-0000517,2024-04-11,500
GR-0000423,PO-0000518,2024-06-27,100
GR-0000424,PO-0000521,2025-07-24,100
GR-0000425,PO-0000522,2025-04-09,1000
GR-0000426,PO-0000523,2025-04-14,200
GR-0000427,PO-0000524,2025-07-24,83
GR-0000428,PO-0000525,2026-04-18,500
GR-0000429,PO-0000526,2025-03-09,100
GR-0000430,PO-0000527,2026-06-22,500
GR-0000431,PO-0000528,2026-03-21,1000
GR-0000432,PO-0000529,2024-08-30,50
GR-0000433,PO-0000530,2025-05-04,141
GR-0000434,PO-0000531,2024-11-06,200
GR-0000435,PO-0000532,2024-07-10,41
GR-0000436,PO-0000533,2024-12-18,50
GR-0000437,PO-0000534,2025-03-24,50
GR-0000438,PO-0000536,2026-03-12,50
GR-0000439,PO-0000538,2024-07-17,50
GR-0000440,PO-0000540,2025-12-04,500
GR-0000441,PO-0000541,2025-03-22,100
GR-0000442,PO-0000542,2026-03-28,50
GR-0000443,PO-0000543,2026-04-04,50
GR-0000444,PO-0000544,2024-11-29,1000
GR-0000445,PO-0000545,2026-02-24,100
GR-0000446,PO-0000546,2025-05-14,1000
GR-0000447,PO-0000547,2025-08-28,200
GR-0000448,PO-0000548,2024-03-31,1000
GR-0000449,PO-0000549,2025-05-06,50
GR-0000450,PO-0000550,2026-03-26,1000
GR-0000451,PO-0000551,2026-05-28,500
GR-0000452,PO-0000552,2025-12-03,200
GR-0000453,PO-0000553,2024-08-02,50
GR-0000454,PO-0000554,2025-06-19,1000
GR-0000455,PO-0000555,2025-10-14,50
GR-0000456,PO-0000556,2026-04-13,50
GR-0000457,PO-0000557,2026-04-12,50
GR-0000458,PO-0000558,2025-08-05,50
GR-0000459,PO-0000559,2025-07-07,100
GR-0000460,PO-0000560,2025-11-23,1000
GR-0000461,PO-0000561,2024-07-08,100
GR-0000462,PO-0000563,2025-01-28,500
GR-0000463,PO-0000564,2024-10-02,1000
GR-0000464,PO-0000565,2025-05-30,500
GR-0000465,PO-0000568,2024-12-08,50
GR-0000466,PO-0000569,2025-09-24,100
GR-0000467,PO-0000570,2025-02-02,1000
GR-0000468,PO-0000571,2026-03-16,50
GR-0000469,PO-0000572,2026-01-22,1000
GR-0000470,PO-0000574,2025-01-24,500
GR-0000471,PO-0000576,2026-04-23,500
GR-0000472,PO-0000577,2024-09-04,100
GR-0000473,PO-0000578,2026-03-15,1000
GR-0000474,PO-0000579,2024-05-14,500
GR-0000475,PO-0000580,2025-04-04,1000
GR-0000476,PO-0000581,2025-11-10,1000
GR-0000477,PO-0000582,2024-10-21,50
GR-0000478,PO-0000583,2025-04-21,200
GR-0000479,PO-0000584,2026-04-05,200
GR-0000480,PO-0000585,2024-03-17,100
GR-0000481,PO-0000586,2024-06-18,50
GR-0000482,PO-0000587,2026-01-18,50
GR-0000483,PO-0000588,2025-08-20,100
GR-0000484,PO-0000589,2026-01-13,50
GR-0000485,PO-0000590,2024-08-03,50
GR-0000486,PO-0000591,2024-05-01,500
GR-0000487,PO-0000592,2024-05-30,50
GR-0000488,PO-0000593,2024-05-05,200
GR-0000489,PO-0000594,2025-07-10,500
GR-0000490,PO-0000595,2025-04-07,100
GR-0000491,PO-0000596,2024-10-18,987
GR-0000492,PO-0000597,2024-11-05,100
GR-0000493,PO-0000598,2026-02-08,500
GR-0000494,PO-0000600,2024-12-18,500
GR-0000495,PO-0000603,2026-03-22,100
GR-0000496,PO-0000604,2024-06-17,100
GR-0000497,PO-0000606,2025-05-19,175
GR-0000498,PO-0000607,2025-09-06,1000
GR-0000499,PO-0000608,2024-04-08,500
GR-0000500,PO-0000609,2025-07-11,500
GR-0000501,PO-0000611,2026-03-13,100
GR-0000502,PO-0000613,2025-04-26,500
GR-0000503,PO-0000614,2024-12-29,500
GR-0000504,PO-0000615,2025-06-25,50
GR-0000505,PO-0000616,2025-07-17,1000
GR-0000506,PO-0000617,2024-08-20,200
GR-0000507,PO-0000618,2025-05-22,100
GR-0000508,PO-0000619,2025-05-18,50
GR-0000509,PO-0000620,2025-08-03,100
GR-0000510,PO-0000621,2025-04-26,50
GR-0000511,PO-0000622,2026-01-27,50
GR-0000512,PO-0000623,2026-04-14,1000
GR-0000513,PO-0000625,2025-11-23,100
GR-0000514,PO-0000626,2026-03-22,500
GR-0000515,PO-0000627,2024-01-17,1000
GR-0000516,PO-0000628,2025-06-23,100
GR-0000517,PO-0000629,2024-04-15,1000
GR-0000518,PO-0000630,2024-04-10,100
GR-0000519,PO-0000631,2025-11-25,1000
GR-0000520,PO-0000632,2024-07-16,200
GR-0000521,PO-0000633,2024-08-21,500
GR-0000522,PO-0000634,2026-05-07,50
GR-0000523,PO-0000635,2024-07-06,50
GR-0000524,PO-0000637,2024-04-09,500
GR-0000525,PO-0000638,2024-12-05,500
GR-0000526,PO-0000639,2025-10-19,1000
GR-0000527,PO-0000641,2024-05-29,50
GR-0000528,PO-0000642,2025-04-01,50
GR-0000529,PO-0000643,2025-12-12,100
GR-0000530,PO-0000644,2024-02-17,50
GR-0000531,PO-0000645,2024-02-19,100
GR-0000532,PO-0000646,2025-11-01,100
GR-0000533,PO-0000647,2025-01-17,500
GR-0000534,PO-0000648,2025-12-09,200
GR-0000535,PO-0000649,2026-05-11,200
GR-0000536,PO-0000650,2024-07-24,1000
GR-0000537,PO-0000651,2025-01-02,200
GR-0000538,PO-0000652,2024-10-02,1000
GR-0000539,PO-0000653,2024-08-12,50
GR-0000540,PO-0000654,2026-02-11,1000
GR-0000541,PO-0000655,2026-05-26,1000
GR-0000542,PO-0000656,2024-06-10,50
GR-0000543,PO-0000658,2025-07-06,200
GR-0000544,PO-0000659,2024-11-09,1000
GR-0000545,PO-0000660,2024-07-14,200
GR-0000546,PO-0000661,2025-01-13,200
GR-0000547,PO-0000662,2024-07-29,50
GR-0000548,PO-0000663,2024-04-14,50
GR-0000549,PO-0000664,2025-10-23,1000
GR-0000550,PO-0000665,2026-02-07,1000
GR-0000551,PO-0000666,2024-06-11,50
GR-0000552,PO-0000667,2026-03-14,500
GR-0000553,PO-0000668,2024-10-05,200
GR-0000554,PO-0000669,2025-07-07,50
GR-0000555,PO-0000670,2024-11-24,200
GR-0000556,PO-0000671,2025-08-12,50
GR-0000557,PO-0000672,2024-10-15,1000
GR-0000558,PO-0000673,2025-09-27,500
GR-0000559,PO-0000674,2025-12-27,100
GR-0000560,PO-0000675,2025-10-11,1000
GR-0000561,PO-0000676,2024-12-16,500
GR-0000562,PO-0000677,2025-11-03,50
GR-0000563,PO-0000678,2025-11-07,50
GR-0000564,PO-0000679,2024-08-27,100
GR-0000565,PO-0000680,2024-12-15,500
GR-0000566,PO-0000683,2026-01-18,1000
GR-0000567,PO-0000684,2024-09-29,500
GR-0000568,PO-0000685,2024-08-23,100
GR-0000569,PO-0000686,2025-04-18,100
GR-0000570,PO-0000688,2024-04-07,100
GR-0000571,PO-0000689,2025-09-23,500
GR-0000572,PO-0000690,2024-08-18,500
GR-0000573,PO-0000691,2026-02-20,1000
GR-0000574,PO-0000692,2026-01-12,200
GR-0000575,PO-0000694,2026-04-25,200
GR-0000576,PO-0000695,2025-12-27,50
GR-0000577,PO-0000696,2024-03-24,200
GR-0000578,PO-0000698,2024-12-13,100
GR-0000579,PO-0000699,2026-04-04,1000
GR-0000580,PO-0000700,2026-05-09,1000
