col_a,col_b,col_c,col_d,col_e,col_f,col_g,col_h
PO-0012803,S-0017,M-0154,2024-01-05,2024-02-10,200,3745.47,CLOSED
PO-0012804,S-0021,M-0028,2024-01-16,2024-02-08,100,4505.23,OPEN
PO-0012805,S-0016,M-0080,2025-02-23,2025-04-11,1000,2928.7,CLOSED
PO-0012806,S-0009,M-0153,2025-05-29,2025-07-13,100,2677.72,CLOSED
PO-0012807,S-0020,M-0020,2024-05-28,2024-07-15,500,167.14,CLOSED
PO-0012808,S-0026,M-0001,2026-02-07,2026-03-02,50,3245.23,CLOSED
PO-0012809,S-0047,M-0156,2024-02-22,2024-03-21,500,1860.59,CLOSED
PO-0012810,S-0017,M-0007,2025-01-14,2025-02-19,100,3724.96,OPEN
PO-0012811,S-0058,M-0052,2024-02-08,2024-02-22,500,1136.14,CLOSED
PO-0012812,S-0025,M-0128,2024-12-28,2025-01-08,100,266.05,CLOSED
PO-0012813,S-0043,M-0006,2025-10-28,2025-12-10,1000,4662.19,CLOSED
PO-0012814,S-0051,M-0079,2026-04-17,2026-05-20,1000,1506.47,CLOSED
PO-0012815,S-0048,M-0197,2024-05-12,2024-06-22,50,1912.16,CLOSED
PO-0012816,S-0029,M-0117,2024-04-11,2024-06-03,1000,192.9,CLOSED
PO-0012817,S-0046,M-0118,2026-03-15,2026-05-02,500,2776.65,CLOSED
PO-0012818,S-0001,M-0077,2026-02-18,2026-04-13,500,473.78,OPEN
PO-0012819,S-0054,M-0005,2025-05-07,2025-05-26,100,1547.46,CLOSED
PO-0012820,S-0042,M-0164,2025-11-22,2026-01-10,1000,3097.48,CLOSED
PO-0012821,S-0017,M-0057,2026-02-27,2026-04-04,50,1097.72,CLOSED
PO-0012822,S-0014,M-0015,2025-02-06,2025-03-25,100,558.83,OPEN
PO-0012823,S-0007,M-0166,2025-09-26,2025-10-30,200,4513.4,CLOSED
PO-0012824,S-0037,M-0074,2024-03-04,2024-03-30,500,1926,OPEN
PO-0012825,S-0031,M-0062,2025-08-05,2025-09-04,500,4741.4,CLOSED
PO-0012826,S-0006,M-0199,2024-01-26,2024-03-10,1000,829.18,CLOSED
PO-0012827,S-0011,M-0054,2024-04-01,2024-05-17,1000,4904.57,CLOSED
PO-0012828,S-0048,M-0148,2024-03-08,2024-04-18,200,3889.92,CLOSED
PO-0012829,S-0041,M-0097,2026-01-07,2026-01-18,500,3319.12,CLOSED
PO-0012830,S-0059,M-0129,2025-12-17,2025-12-29,50,4942.65,OPEN
PO-0012831,S-0023,M-0060,2025-10-05,2025-10-20,100,389.66,CLOSED
PO-0012832,S-0054,M-0032,2024-10-05,2024-10-24,50,1470.22,CLOSED
PO-0012833,S-0029,M-0116,2025-11-30,2026-01-22,50,1371.93,CLOSED
PO-0012834,S-0039,M-0094,2026-03-03,2026-03-31,50,3889.68,CLOSED
PO-0012835,S-0041,M-0110,2025-07-15,2025-07-26,50,2376.55,CLOSED
PO-0012836,S-0001,M-0147,2024-02-24,2024-04-18,50,3902.64,CLOSED
PO-0012837,S-0014,M-0049,2025-07-27,2025-09-12,1000,4528.95,CLOSED
PO-0012838,S-0007,M-0024,2024-09-12,2024-10-16,1000,1761.15,CLOSED
PO-0012839,S-0020,M-0190,2024-11-29,2025-01-16,1000,2910.7,CLOSED
PO-0012840,S-0035,M-0172,2025-04-30,2025-06-18,1000,594.14,CLOSED
PO-0012841,S-0056,M-0131,2025-08-17,2025-09-26,100,2653.46,CLOSED
PO-0012842,S-0039,M-0033,2025-08-26,2025-09-23,200,2236.84,CLOSED
PO-0012843,S-0007,M-0162,2025-11-08,2025-12-12,50,721.54,CLOSED
PO-0012844,S-0037,M-0074,2026-01-07,2026-02-02,100,1926,CLOSED
PO-0012845,S-0020,M-0105,2024-12-23,2025-02-09,50,2527.34,CLOSED
PO-0012846,S-0017,M-0007,2024-07-21,2024-08-26,500,3724.96,CLOSED
PO-0012847,S-0028,M-0012,2024-05-22,2024-06-16,1000,603.78,CLOSED
PO-0012848,S-0042,M-0164,2024-08-11,2024-09-29,100,3097.48,CLOSED
PO-0012849,S-0049,M-0058,2025-11-17,2025-12-23,1000,3772.45,CLOSED
PO-0012850,S-0059,M-0095,2024-04-12,2024-04-24,200,4307.82,CLOSED
PO-0012851,S-0002,M-0050,2025-02-21,2025-03-06,100,2411.05,CLOSED
PO-0012852,S-0030,M-0182,2025-02-11,2025-02-24,50,2179.49,OPEN
PO-0012853,S-0060,M-0124,2025-03-16,2025-04-05,50,4111.72,CLOSED
PO-0012854,S-0039,M-0067,2024-03-18,2024-04-15,200,3924.04,CLOSED
PO-0012855,S-0046,M-0121,2024-06-07,2024-07-25,500,4181.88,CLOSED
PO-0012856,S-0037,M-0146,2024-10-27,2024-11-22,1000,1511.39,CLOSED
PO-0012857,S-0048,M-0031,2025-12-31,2026-02-10,1000,2867.07,CLOSED
PO-0012858,S-0045,M-0099,2025-03-10,2025-04-13,100,1491.73,OPEN
PO-0012859,S-0048,M-0197,2026-03-27,2026-05-07,1000,1912.16,CLOSED
PO-0012860,S-0003,M-0130,2025-11-01,2025-12-05,500,4828.5,CLOSED
PO-0012861,S-0041,M-0010,2024-02-01,2024-02-12,100,268.23,OPEN
PO-0012862,S-0018,M-0046,2025-08-19,2025-09-15,200,4470.48,CLOSED
PO-0012863,S-0049,M-0058,2024-11-01,2024-12-07,1000,3772.45,OPEN
PO-0012864,S-0002,M-0050,2024-12-20,2025-01-02,200,2411.05,CLOSED
PO-0012865,S-0006,M-0134,2025-05-18,2025-07-01,500,4303.74,CLOSED
PO-0012866,S-0028,M-0187,2025-07-19,2025-08-13,1000,3707.04,CLOSED
PO-0012867,S-0041,M-0097,2025-12-16,2025-12-27,100,3319.12,OPEN
PO-0012868,S-0029,M-0126,2025-03-31,2025-05-23,500,1758.36,CLOSED
PO-0012869,S-0041,M-0110,2024-07-19,2024-07-30,100,2376.55,CLOSED
PO-0012870,S-0017,M-0142,2024-01-29,2024-03-05,100,3350.86,CLOSED
PO-0012871,S-0039,M-0067,2024-05-29,2024-06-26,50,3924.04,OPEN
PO-0012872,S-0039,M-0067,2025-05-28,2025-06-25,50,3924.04,CLOSED
PO-0012873,S-0041,M-0035,2024-06-24,2024-07-05,500,512.27,OPEN
PO-0012874,S-0030,M-0155,2024-05-21,2024-06-03,500,3783.05,CLOSED
PO-0012875,S-0041,M-0010,2025-10-31,2025-11-11,50,268.23,CLOSED
PO-0012876,S-0006,M-0134,2025-06-24,2025-08-07,1000,4303.74,CLOSED
PO-0012877,S-0016,M-0061,2026-03-04,2026-04-20,100,3125.61,CLOSED
PO-0012878,S-0060,M-0124,2025-06-04,2025-06-24,1000,4111.72,CLOSED
PO-0012879,S-0049,M-0051,2024-12-12,2025-01-17,100,2714.19,CLOSED
PO-0012880,S-0039,M-0025,2024-07-13,2024-08-10,500,1956.72,CLOSED
PO-0012881,S-0017,M-0007,2024-07-02,2024-08-07,100,3724.96,CLOSED
PO-0012882,S-0029,M-0116,2024-01-17,2024-03-10,200,1371.93,CLOSED
PO-0012883,S-0020,M-0105,2024-07-29,2024-09-15,1000,2527.34,CLOSED
PO-0012884,S-0018,M-0046,2025-05-31,2025-06-27,1000,4470.48,CANCELLED
PO-0012885,S-0053,M-0114,2025-11-26,2025-12-21,50,4353.37,CLOSED
PO-0012886,S-0009,M-0030,2024-03-18,2024-05-02,1000,3341.4,CLOSED
PO-0012887,S-0038,M-0176,2024-01-10,2024-02-19,1000,2544,CLOSED
PO-0012888,S-0043,M-0168,2025-09-09,2025-10-22,50,3215.49,CLOSED
PO-0012889,S-0016,M-0061,2025-07-19,2025-09-04,200,3125.61,CANCELLED
PO-0012890,S-0021,M-0028,2026-03-13,2026-04-05,50,4505.23,CLOSED
PO-0012891,S-0038,M-0176,2026-02-25,2026-04-06,100,2544,CLOSED
PO-0012892,S-0046,M-0118,2024-02-10,2024-03-29,200,2776.65,CLOSED
PO-0012893,S-0041,M-0035,2026-01-17,2026-01-28,500,512.27,CLOSED
PO-0012894,S-0049,M-0051,2024-03-01,2024-04-06,50,2714.19,CLOSED
PO-0012895,S-0017,M-0157,2025-11-20,2025-12-26,200,2301.19,CLOSED
PO-0012896,S-0017,M-0063,2025-04-26,2025-06-01,1000,3049.17,CLOSED
PO-0012897,S-0017,M-0107,2025-07-17,2025-08-22,100,1183.18,CLOSED
PO-0012898,S-0011,M-0198,2024-01-20,2024-03-06,200,3621.9,CLOSED
PO-0012899,S-0003,M-0138,2025-11-19,2025-12-23,100,1502.17,CLOSED
PO-0012900,S-0015,M-0101,2024-02-10,2024-03-01,50,2969.46,CLOSED
PO-0012901,S-0040,M-0016,2024-08-01,2024-08-22,1000,4329.8,OPEN
PO-0012902,S-0030,M-0072,2025-11-25,2025-12-08,500,2982.75,CLOSED
PO-0012903,S-0040,M-0159,2025-05-20,2025-06-10,100,4580.52,CLOSED
PO-0012904,S-0004,M-0115,2024-06-01,2024-07-10,100,1840.81,CLOSED
PO-0012905,S-0053,M-0091,2025-08-14,2025-09-08,500,2484.15,CLOSED
PO-0012906,S-0054,M-0043,2024-01-11,2024-01-30,500,4491.18,CLOSED
PO-0012907,S-0009,M-0030,2024-03-25,2024-05-09,50,3341.4,CLOSED
PO-0012908,S-0026,M-0196,2024-06-20,2024-07-13,200,3717.8,CLOSED
PO-0012909,S-0030,M-0155,2024-11-21,2024-12-04,1000,3783.05,CLOSED
PO-0012910,S-0043,M-0029,2025-12-18,2026-01-30,100,2041.88,OPEN
PO-0012911,S-0014,M-0049,2024-12-24,2025-02-09,1000,4528.95,CLOSED
PO-0012912,S-0052,M-0040,2024-05-26,2024-06-12,1000,298.58,OPEN
PO-0012913,S-0060,M-0002,2026-03-19,2026-04-08,1000,2318.51,CLOSED
PO-0012914,S-0059,M-0055,2025-01-29,2025-02-10,100,2843.74,CLOSED
PO-0012915,S-0026,M-0001,2024-05-26,2024-06-18,200,3245.23,CLOSED
PO-0012916,S-0023,M-0082,2026-03-11,2026-03-26,100,1567.78,CLOSED
PO-0012917,S-0003,M-0014,2025-06-21,2025-07-25,1000,4499.96,CLOSED
PO-0012918,S-0048,M-0123,2026-03-14,2026-04-24,100,1417.42,CLOSED
PO-0012919,S-0056,M-0089,2024-11-08,2024-12-18,50,1457.48,CLOSED
PO-0012920,S-0041,M-0045,2025-07-13,2025-07-24,100,2227.37,CLOSED
PO-0012921,S-0009,M-0161,2025-02-15,2025-04-01,1000,1556.6,CLOSED
PO-0012922,S-0040,M-0016,2024-03-02,2024-03-23,500,4329.8,CLOSED
PO-0012923,S-0054,M-0043,2025-10-06,2025-10-25,50,4491.18,OPEN
PO-0012924,S-0043,M-0191,2024-03-05,2024-04-17,100,4244.01,CLOSED
PO-0012925,S-0010,M-0139,2026-03-13,2026-03-27,200,2089.66,CLOSED
PO-0012926,S-0047,M-0132,2024-10-19,2024-11-16,1000,4361.12,CLOSED
PO-0012927,S-0007,M-0166,2025-02-22,2025-03-28,1000,4513.4,OPEN
PO-0012928,S-0057,M-0004,2025-12-20,2025-12-31,100,1879.16,CLOSED
PO-0012929,S-0025,M-0145,2024-04-17,2024-04-28,100,1224.17,CLOSED
PO-0012930,S-0042,M-0056,2025-04-26,2025-06-14,200,4340.91,CLOSED
PO-0012931,S-0022,M-0021,2024-11-20,2025-01-03,500,4836.1,CLOSED
PO-0012932,S-0053,M-0104,2026-03-28,2026-04-22,50,2223.81,CLOSED
PO-0012933,S-0053,M-0104,2024-05-02,2024-05-27,50,2223.81,CLOSED
PO-0012934,S-0006,M-0106,2025-11-16,2025-12-30,50,4452.64,CLOSED
PO-0012935,S-0058,M-0052,2024-10-29,2024-11-12,50,1136.14,CLOSED
PO-0012936,S-0059,M-0129,2024-04-13,2024-04-25,1000,4942.65,CLOSED
PO-0012937,S-0059,M-0095,2025-04-10,2025-04-22,200,4307.82,CLOSED
PO-0012938,S-0047,M-0132,2025-09-08,2025-10-06,500,4361.12,CLOSED
PO-0012939,S-0022,M-0090,2026-04-19,2026-06-02,200,1299.77,CANCELLED
PO-0012940,S-0030,M-0072,2024-03-11,2024-03-24,50,2982.75,CLOSED
PO-0012941,S-0017,M-0157,2025-07-31,2025-09-05,100,2301.19,CLOSED
PO-0012942,S-0055,M-0075,2025-02-23,2025-03-22,500,2463.37,CLOSED
PO-0012943,S-0053,M-0091,2024-10-08,2024-11-02,200,2484.15,CLOSED
PO-0012944,S-0021,M-0111,2024-07-31,2024-08-23,200,1682.53,CLOSED
PO-0012945,S-0052,M-0040,2024-09-12,2024-09-29,50,298.58,CLOSED
PO-0012946,S-0041,M-0097,2025-12-01,2025-12-12,500,3319.12,CLOSED
PO-0012947,S-0020,M-0036,2025-06-08,2025-07-26,200,779.4,CLOSED
PO-0012948,S-0003,M-0014,2025-08-05,2025-09-08,200,4499.96,CANCELLED
PO-0012949,S-0017,M-0057,2026-03-28,2026-05-03,200,1097.72,CLOSED
PO-0012950,S-0054,M-0005,2024-04-18,2024-05-07,100,1547.46,CLOSED
PO-0012951,S-0020,M-0036,2025-02-02,2025-03-22,100,779.4,CLOSED
PO-0012952,S-0017,M-0107,2025-06-27,2025-08-02,500,1183.18,CLOSED
PO-0012953,S-0034,M-0071,2026-01-22,2026-03-16,1000,4050.59,CLOSED
PO-0012954,S-0001,M-0147,2026-04-02,2026-05-26,50,3902.64,CLOSED
PO-0012955,S-0011,M-0198,2025-11-04,2025-12-20,500,3621.9,CLOSED
PO-0012956,S-0055,M-0069,2026-02-16,2026-03-15,100,572.42,CLOSED
PO-0012957,S-0050,M-0193,2025-11-08,2025-12-26,500,3391.13,CLOSED
PO-0012958,S-0002,M-0017,2026-01-02,2026-01-15,50,4626.21,CLOSED
PO-0012959,S-0041,M-0010,2024-08-22,2024-09-02,100,268.23,CLOSED
PO-0012960,S-0035,M-0087,2024-04-06,2024-05-25,1000,275.3,CLOSED
PO-0012961,S-0041,M-0110,2024-09-24,2024-10-05,500,2376.55,CLOSED
PO-0012962,S-0031,M-0037,2025-06-13,2025-07-13,200,2304.31,CLOSED
PO-0012963,S-0020,M-0125,2025-08-08,2025-09-25,50,4994.57,CLOSED
PO-0012964,S-0025,M-0127,2025-10-19,2025-10-30,100,4354.53,CLOSED
PO-0012965,S-0017,M-0063,2024-04-17,2024-05-23,1000,3049.17,CLOSED
PO-0012966,S-0044,M-0092,2024-02-09,2024-02-28,50,788.53,CLOSED
PO-0012967,S-0019,M-0086,2024-07-13,2024-08-14,1000,938.24,CLOSED
PO-0012968,S-0012,M-0084,2024-01-25,2024-02-05,500,3706.09,OPEN
PO-0012969,S-0060,M-0124,2025-12-31,2026-01-20,200,4111.72,CLOSED
PO-0012970,S-0004,M-0115,2025-09-20,2025-10-29,1000,1840.81,CLOSED
PO-0012971,S-0023,M-0060,2024-02-03,2024-02-18,100,389.66,OPEN
PO-0012972,S-0016,M-0061,2025-05-09,2025-06-25,200,3125.61,CLOSED
PO-0012973,S-0026,M-0001,2025-12-07,2025-12-30,50,3245.23,CLOSED
PO-0012974,S-0044,M-0150,2025-12-22,2026-01-10,200,530.96,CLOSED
PO-0012975,S-0009,M-0030,2024-03-03,2024-04-17,100,3341.4,OPEN
PO-0012976,S-0017,M-0007,2025-03-22,2025-04-27,50,3724.96,OPEN
PO-0012977,S-0037,M-0146,2024-04-10,2024-05-06,1000,1511.39,CLOSED
PO-0012978,S-0017,M-0107,2024-03-19,2024-04-24,50,1183.18,CLOSED
PO-0012979,S-0060,M-0002,2024-07-08,2024-07-28,200,2318.51,CLOSED
PO-0012980,S-0030,M-0122,2026-04-05,2026-04-18,50,1948.75,CLOSED
PO-0012981,S-0042,M-0183,2025-10-20,2025-12-08,500,4334.19,CLOSED
PO-0012982,S-0056,M-0089,2026-01-23,2026-03-04,100,1457.48,CLOSED
PO-0012983,S-0034,M-0109,2026-03-27,2026-05-19,100,948.37,CLOSED
PO-0012984,S-0005,M-0170,2024-11-20,2025-01-07,500,2952.6,CLOSED
PO-0012985,S-0020,M-0190,2024-11-03,2024-12-21,50,2910.7,OPEN
PO-0012986,S-0034,M-0109,2025-11-12,2026-01-04,500,948.37,CLOSED
PO-0012987,S-0011,M-0054,2024-10-22,2024-12-07,50,4904.57,OPEN
PO-0012988,S-0023,M-0082,2024-05-28,2024-06-12,200,1567.78,CLOSED
PO-0012989,S-0030,M-0155,2026-02-25,2026-03-10,1000,3783.05,CLOSED
PO-0012990,S-0006,M-0106,2025-06-12,2025-07-26,500,4452.64,CLOSED
PO-0012991,S-0054,M-0120,2025-07-25,2025-08-13,100,4666.63,CLOSED
PO-0012992,S-0026,M-0196,2024-09-06,2024-09-29,500,3717.8,CLOSED
PO-0012993,S-0035,M-0172,2024-02-12,2024-04-01,200,594.14,OPEN
PO-0012994,S-0060,M-0124,2024-02-13,2024-03-04,100,4111.72,CLOSED
PO-0012995,S-0059,M-0095,2024-12-30,2025-01-11,500,4307.82,CLOSED
PO-0012996,S-0003,M-0138,2024-08-15,2024-09-18,50,1502.17,OPEN
PO-0012997,S-0051,M-0169,2025-04-28,2025-05-31,1000,4944.66,CLOSED
PO-0012998,S-0038,M-0176,2025-12-23,2026-02-01,1000,2544,CLOSED
PO-0012999,S-0048,M-0031,2024-07-20,2024-08-30,50,2867.07,CLOSED
PO-0013000,S-0020,M-0064,2025-10-27,2025-12-14,200,177.11,CLOSED
PO-0013001,S-0023,M-0060,2024-07-22,2024-08-06,1000,389.66,CLOSED
PO-0013002,S-0031,M-0034,2026-03-26,2026-04-25,50,469.74,CLOSED
PO-0013003,S-0034,M-0081,2025-10-17,2025-12-09,500,4983.33,CLOSED
PO-0013004,S-0037,M-0146,2025-01-24,2025-02-19,50,1511.39,CLOSED
PO-0013005,S-0043,M-0112,2025-02-23,2025-04-07,200,231.65,CLOSED
PO-0013006,S-0020,M-0144,2024-08-13,2024-09-30,200,1287.99,CLOSED
PO-0013007,S-0021,M-0028,2025-12-03,2025-12-26,200,4505.23,CLOSED
PO-0013008,S-0023,M-0060,2024-05-31,2024-06-15,500,389.66,CLOSED
PO-0013009,S-0003,M-0014,2025-03-20,2025-04-23,100,4499.96,CANCELLED
PO-0013010,S-0040,M-0016,2024-03-13,2024-04-03,500,4329.8,CLOSED
PO-0013011,S-0041,M-0011,2025-09-21,2025-10-02,200,3719.09,CLOSED
PO-0013012,S-0023,M-0189,2024-08-26,2024-09-10,100,304.66,CLOSED
PO-0013013,S-0028,M-0068,2024-11-21,2024-12-16,50,2554.51,CLOSED
PO-0013014,S-0014,M-0015,2026-04-25,2026-06-11,500,558.83,CLOSED
PO-0013015,S-0017,M-0107,2024-06-06,2024-07-12,1000,1183.18,CLOSED
PO-0013016,S-0016,M-0141,2024-08-22,2024-10-08,200,758.43,CLOSED
PO-0013017,S-0041,M-0009,2026-01-09,2026-01-20,200,2468.23,CLOSED
PO-0013018,S-0012,M-0098,2026-04-18,2026-04-29,500,824.84,CLOSED
PO-0013019,S-0053,M-0091,2025-05-30,2025-06-24,500,2484.15,CLOSED
PO-0013020,S-0047,M-0132,2025-04-21,2025-05-19,50,4361.12,CLOSED
PO-0013021,S-0060,M-0002,2026-02-24,2026-03-16,500,2318.51,OPEN
PO-0013022,S-0002,M-0108,2024-04-11,2024-04-24,200,249.15,CLOSED
PO-0013023,S-0051,M-0169,2025-10-07,2025-11-09,500,4944.66,CLOSED
PO-0013024,S-0056,M-0018,2024-05-30,2024-07-09,100,838.03,CLOSED
PO-0013025,S-0015,M-0101,2025-09-09,2025-09-29,50,2969.46,CLOSED
PO-0013026,S-0059,M-0152,2025-07-14,2025-07-26,200,3750.03,CLOSED
PO-0013027,S-0057,M-0184,2024-06-24,2024-07-05,100,1727.71,CLOSED
PO-0013028,S-0044,M-0065,2026-04-17,2026-05-06,50,4710.28,CLOSED
PO-0013029,S-0048,M-0148,2024-09-13,2024-10-24,100,3889.92,CLOSED
PO-0013030,S-0012,M-0084,2026-04-03,2026-04-14,50,3706.09,CLOSED
PO-0013031,S-0049,M-0058,2024-01-24,2024-02-29,1000,3772.45,CLOSED
PO-0013032,S-0017,M-0157,2024-02-16,2024-03-23,200,2301.19,CLOSED
PO-0013033,S-0043,M-0112,2025-09-03,2025-10-16,50,231.65,CLOSED
PO-0013034,S-0003,M-0130,2024-10-13,2024-11-16,500,4828.5,CLOSED
PO-0013035,S-0056,M-0131,2024-11-04,2024-12-14,500,2653.46,CLOSED
PO-0013036,S-0017,M-0044,2026-03-18,2026-04-23,200,1422.69,CLOSED
PO-0013037,S-0003,M-0138,2024-07-24,2024-08-27,100,1502.17,CLOSED
PO-0013038,S-0029,M-0116,2026-02-28,2026-04-22,500,1371.93,CLOSED
PO-0013039,S-0020,M-0036,2024-01-05,2024-02-22,100,779.4,OPEN
PO-0013040,S-0053,M-0114,2025-09-27,2025-10-22,500,4353.37,CLOSED
PO-0013041,S-0041,M-0045,2025-06-30,2025-07-11,50,2227.37,CLOSED
PO-0013042,S-0019,M-0088,2025-12-08,2026-01-09,50,4348.88,CLOSED
PO-0013043,S-0020,M-0064,2024-08-14,2024-10-01,50,177.11,CLOSED
PO-0013044,S-0017,M-0063,2025-01-06,2025-02-11,200,3049.17,CLOSED
PO-0013045,S-0020,M-0190,2025-01-30,2025-03-19,50,2910.7,CLOSED
PO-0013046,S-0020,M-0036,2025-09-13,2025-10-31,50,779.4,CLOSED
PO-0013047,S-0019,M-0086,2025-05-26,2025-06-27,100,938.24,CLOSED
PO-0013048,S-0021,M-0111,2025-12-20,2026-01-12,100,1682.53,OPEN
PO-0013049,S-0006,M-0106,2024-06-23,2024-08-06,100,4452.64,CLOSED
PO-0013050,S-0017,M-0063,2025-06-05,2025-07-11,500,3049.17,CLOSED
PO-0013051,S-0034,M-0081,2025-07-26,2025-09-17,200,4983.33,CLOSED
PO-0013052,S-0058,M-0070,2024-10-29,2024-11-12,200,807.31,CANCELLED
PO-0013053,S-0042,M-0183,2026-02-13,2026-04-03,100,4334.19,CANCELLED
PO-0013054,S-0028,M-0012,2024-10-01,2024-10-26,100,603.78,CLOSED
PO-0013055,S-0025,M-0128,2025-10-12,2025-10-23,1000,266.05,CLOSED
PO-0013056,S-0017,M-0063,2025-11-16,2025-12-22,1000,3049.17,OPEN
PO-0013057,S-0030,M-0182,2024-03-31,2024-04-13,50,2179.49,CLOSED
PO-0013058,S-0045,M-0165,2026-02-19,2026-03-25,100,2244.75,CLOSED
PO-0013059,S-0041,M-0010,2025-04-13,2025-04-24,200,268.23,CLOSED
PO-0013060,S-0047,M-0156,2024-02-16,2024-03-15,100,1860.59,OPEN
PO-0013061,S-0042,M-0022,2025-11-05,2025-12-24,500,3413.61,CLOSED
PO-0013062,S-0023,M-0082,2025-01-09,2025-01-24,500,1567.78,CLOSED
PO-0013063,S-0016,M-0061,2026-01-28,2026-03-16,100,3125.61,CLOSED
PO-0013064,S-0020,M-0036,2026-03-21,2026-05-08,500,779.4,CLOSED
PO-0013065,S-0007,M-0162,2024-12-03,2025-01-06,1000,721.54,CANCELLED
PO-0013066,S-0016,M-0061,2024-06-04,2024-07-21,200,3125.61,CLOSED
PO-0013067,S-0023,M-0195,2024-02-06,2024-02-21,200,4355.82,CLOSED
PO-0013068,S-0027,M-0185,2026-03-08,2026-04-18,200,2162.48,CLOSED
PO-0013069,S-0042,M-0183,2025-06-17,2025-08-05,100,4334.19,CLOSED
PO-0013070,S-0026,M-0167,2026-04-19,2026-05-12,200,4842.62,CLOSED
PO-0013071,S-0026,M-0167,2026-03-26,2026-04-18,100,4842.62,CLOSED
PO-0013072,S-0037,M-0146,2025-11-27,2025-12-23,100,1511.39,OPEN
PO-0013073,S-0036,M-0078,2024-07-13,2024-08-27,100,2406.66,CLOSED
PO-0013074,S-0017,M-0142,2024-07-15,2024-08-20,500,3350.86,CLOSED
PO-0013075,S-0011,M-0054,2024-07-09,2024-08-24,100,4904.57,CLOSED
PO-0013076,S-0005,M-0003,2025-10-19,2025-12-06,50,2554.13,CLOSED
PO-0013077,S-0027,M-0048,2026-04-20,2026-05-31,100,2735.93,CLOSED
PO-0013078,S-0041,M-0035,2025-05-27,2025-06-07,50,512.27,CLOSED
PO-0013079,S-0004,M-0115,2024-06-20,2024-07-29,50,1840.81,CLOSED
PO-0013080,S-0028,M-0068,2024-10-20,2024-11-14,100,2554.51,OPEN
PO-0013081,S-0029,M-0126,2025-01-27,2025-03-21,100,1758.36,CLOSED
PO-0013082,S-0044,M-0143,2024-10-22,2024-11-10,1000,415.62,CLOSED
PO-0013083,S-0048,M-0148,2025-01-31,2025-03-13,200,3889.92,CLOSED
PO-0013084,S-0026,M-0196,2025-11-25,2025-12-18,1000,3717.8,CLOSED
PO-0013085,S-0017,M-0007,2024-01-04,2024-02-09,1000,3724.96,CLOSED
PO-0013086,S-0017,M-0057,2024-12-09,2025-01-14,1000,1097.72,CLOSED
PO-0013087,S-0021,M-0028,2025-06-01,2025-06-24,100,4505.23,CLOSED
PO-0013088,S-0045,M-0099,2025-11-20,2025-12-24,200,1491.73,CLOSED
PO-0013089,S-0010,M-0180,2025-01-27,2025-02-10,200,1411.33,CLOSED
PO-0013090,S-0031,M-0037,2024-10-13,2024-11-12,200,2304.31,CLOSED
PO-0013091,S-0052,M-0149,2025-02-21,2025-03-10,50,3201.26,OPEN
PO-0013092,S-0031,M-0037,2025-04-16,2025-05-16,100,2304.31,CLOSED
PO-0013093,S-0051,M-0169,2024-11-12,2024-12-15,1000,4944.66,CLOSED
PO-0013094,S-0001,M-0077,2024-06-18,2024-08-11,500,473.78,CLOSED
PO-0013095,S-0022,M-0090,2024-10-05,2024-11-18,1000,1299.77,CLOSED
PO-0013096,S-0058,M-0070,2025-09-02,2025-09-16,50,807.31,CLOSED
PO-0013097,S-0020,M-0190,2025-07-11,2025-08-28,200,2910.7,CLOSED
PO-0013098,S-0041,M-0097,2025-06-11,2025-06-22,50,3319.12,CLOSED
PO-0013099,S-0047,M-0156,2024-04-25,2024-05-23,200,1860.59,CLOSED
PO-0013100,S-0030,M-0155,2025-07-31,2025-08-13,50,3783.05,CLOSED
PO-0013101,S-0028,M-0187,2025-05-31,2025-06-25,500,3707.04,OPEN
PO-0013102,S-0048,M-0148,2024-02-14,2024-03-26,1000,3889.92,CLOSED
PO-0013103,S-0025,M-0128,2026-01-15,2026-01-26,1000,266.05,CLOSED
PO-0013104,S-0016,M-0061,2024-11-13,2024-12-30,100,3125.61,CLOSED
PO-0013105,S-0029,M-0116,2025-05-31,2025-07-23,200,1371.93,CLOSED
PO-0013106,S-0034,M-0081,2025-02-19,2025-04-13,100,4983.33,CLOSED
PO-0013107,S-0020,M-0190,2025-05-16,2025-07-03,100,2910.7,CLOSED
PO-0013108,S-0010,M-0180,2024-05-18,2024-06-01,50,1411.33,CLOSED
PO-0013109,S-0037,M-0074,2024-05-22,2024-06-17,500,1926,OPEN
PO-0013110,S-0024,M-0192,2025-05-21,2025-06-06,200,2891.8,CLOSED
PO-0013111,S-0001,M-0147,2025-06-02,2025-07-26,200,3902.64,CLOSED
PO-0013112,S-0019,M-0088,2025-04-13,2025-05-15,500,4348.88,OPEN
PO-0013113,S-0059,M-0095,2024-01-18,2024-01-30,200,4307.82,CLOSED
PO-0013114,S-0023,M-0189,2025-09-26,2025-10-11,100,304.66,CLOSED
PO-0013115,S-0041,M-0136,2026-02-28,2026-03-11,50,3746.49,CLOSED
PO-0013116,S-0010,M-0186,2025-01-01,2025-01-15,100,501.56,CLOSED
PO-0013117,S-0044,M-0150,2024-07-18,2024-08-06,200,530.96,CLOSED
PO-0013118,S-0012,M-0140,2024-05-20,2024-05-31,50,4360.66,OPEN
PO-0013119,S-0044,M-0065,2024-05-19,2024-06-07,500,4710.28,CLOSED
PO-0013120,S-0046,M-0181,2024-05-03,2024-06-20,50,4973.41,CLOSED
